,userId,Reputation,Views,UpVotes,DownVotes,postId,Score,ViewCount,CommentCount,Outlier
16692,1913,1175,98,65,0,23779,59,15219,1,ViewCount
16713,1929,133,8,3,0,4356,4,1375,2,ViewCount
16715,1934,4957,578,329,11,4354,17,1421,5,ViewCount
16746,1934,4957,578,329,11,22177,9,1566,0,ViewCount
16794,1939,151,33,11,0,12385,6,1072,2,ViewCount
16812,1945,674,191,7,0,10947,10,2326,1,ViewCount
16826,1950,345,73,7,0,4396,1,1648,2,ViewCount
16828,1950,345,73,7,0,5253,38,98109,6,ViewCount
16838,1963,165,40,5,0,4462,4,3096,2,ViewCount
16845,1963,165,40,5,0,76587,1,1732,3,ViewCount
16852,1965,240,20,26,0,18406,6,1225,3,ViewCount
16860,1970,75,16,20,0,38118,7,1181,3,ViewCount
16865,1973,387,74,18,0,4510,1,2509,0,ViewCount
16866,1973,387,74,18,0,5271,1,3993,0,ViewCount
16867,1973,387,74,18,0,5354,12,8624,4,ViewCount
16868,1973,387,74,18,0,5434,5,2634,0,ViewCount
16869,1973,387,74,18,0,5571,10,1137,7,ViewCount
16873,1977,830,124,111,0,4517,18,37435,0,ViewCount
16874,1977,830,124,111,0,4530,3,4787,0,ViewCount
16875,1977,830,124,111,0,9852,7,1446,5,ViewCount
16876,1977,830,124,111,0,11102,4,3169,7,ViewCount
16878,1977,830,124,111,0,11650,7,1084,2,ViewCount
16882,1977,830,124,111,0,13927,5,1600,10,ViewCount
16891,1977,830,124,111,0,23128,7,1040,3,ViewCount
16917,1991,668,120,68,1,4700,40,35854,2,ViewCount
16918,1991,668,120,68,1,5304,15,2496,0,ViewCount
16925,1991,668,120,68,1,19216,21,3919,4,ViewCount
16929,1992,106,17,0,0,4561,1,1056,0,ViewCount
16930,1994,164,37,1,0,4556,3,13725,0,ViewCount
16931,1994,164,37,1,0,4639,6,5694,5,ViewCount
16932,1994,164,37,1,0,4640,3,3960,0,ViewCount
16935,1997,133,1,0,0,26994,4,1102,3,ViewCount
16937,2006,101,7,2,0,4580,14,2343,2,ViewCount
16955,2023,88,5,1,0,4608,7,2270,3,ViewCount
16958,2025,72,29,4,0,4009,3,8014,1,ViewCount
16959,2025,72,29,4,0,4609,1,1223,0,ViewCount
16960,2025,72,29,4,0,7771,5,1269,1,ViewCount
16983,2040,790,428,262,12,5196,7,3429,0,ViewCount
16987,2040,790,428,262,12,5452,5,1533,1,ViewCount
16988,2040,790,428,262,12,5601,2,1542,0,ViewCount
16989,2040,790,428,262,12,5656,7,2060,0,ViewCount
16993,2040,790,428,262,12,5918,14,1922,2,ViewCount
16997,2040,790,428,262,12,6734,8,2521,1,ViewCount
17004,2040,790,428,262,12,8375,7,1992,4,ViewCount
17012,2040,790,428,262,12,9331,5,912,1,ViewCount
17013,2040,790,428,262,12,11869,2,1730,0,ViewCount
17016,2040,790,428,262,12,12140,34,7249,1,ViewCount
17024,2040,790,428,262,12,14853,6,3311,0,ViewCount
17025,2040,790,428,262,12,15036,6,1995,0,ViewCount
17027,2040,790,428,262,12,15770,4,1277,2,ViewCount
17031,2040,790,428,262,12,17042,6,1912,0,ViewCount
17041,2040,790,428,262,12,18661,4,3114,1,ViewCount
17048,2040,790,428,262,12,21340,4,2512,0,ViewCount
17059,2040,790,428,262,12,25789,4,939,2,ViewCount
17062,2040,790,428,262,12,26722,8,5365,4,ViewCount
17069,2040,790,428,262,12,32415,5,1060,0,ViewCount
17072,2040,790,428,262,12,32634,6,3024,2,ViewCount
17077,2040,790,428,262,12,35940,12,2695,8,ViewCount
17081,2040,790,428,262,12,37776,4,1422,5,ViewCount
17090,2040,790,428,262,12,41563,3,956,0,ViewCount
17103,2040,790,428,262,12,49270,3,1221,0,ViewCount
17104,2040,790,428,262,12,50210,4,862,0,ViewCount
17156,2046,268,29,24,0,4685,1,1093,1,ViewCount
17157,2046,268,29,24,0,4689,5,1847,3,ViewCount
17158,2046,268,29,24,0,4759,5,1041,2,ViewCount
17160,2046,268,29,24,0,21319,6,4160,0,ViewCount
17161,2046,268,29,24,0,22546,1,955,0,ViewCount
17171,2050,160,1,11,0,4989,3,981,0,ViewCount
17172,2050,160,1,11,0,13586,3,1331,2,ViewCount
17176,2060,123,3,3,0,4737,4,3877,0,ViewCount
17178,2063,185,18,1,0,21717,7,11002,1,ViewCount
17180,2063,185,18,1,0,32824,10,1564,5,ViewCount
17192,2067,315,78,68,0,9763,11,967,2,ViewCount
17198,2071,151,10,1,0,4799,5,1003,0,ViewCount
17213,2073,756,53,110,0,24853,15,965,2,ViewCount
17274,2079,183,6,4,0,4768,16,3227,5,ViewCount
17275,2083,171,51,3,0,4783,8,2608,0,ViewCount
17278,2091,631,67,10,0,5038,7,948,1,ViewCount
17279,2091,631,67,10,0,5135,71,30581,5,ViewCount
17284,2101,211,14,3,0,4810,11,4744,0,ViewCount
17289,2101,211,14,3,0,14754,1,1461,0,ViewCount
17317,2113,247,27,17,0,4868,5,1219,0,ViewCount
17318,2113,247,27,17,0,16750,21,7974,8,ViewCount
17319,2113,247,27,17,0,17215,5,858,1,ViewCount
17499,2116,18088,3899,3274,43,11368,14,1470,0,ViewCount
17578,2116,18088,3899,3274,43,24562,21,1487,3,ViewCount
17880,2137,39,7,0,0,4945,2,2816,3,ViewCount
17882,2141,130,21,0,0,4970,5,1472,0,ViewCount
17883,2141,130,21,0,0,9478,2,2478,3,ViewCount
17895,2147,133,9,0,0,4930,6,1767,0,ViewCount
17897,2148,450,54,6,0,4949,4,1734,4,ViewCount
17904,2149,120,15,17,0,13526,1,7716,2,ViewCount
17944,2164,922,185,65,1,4987,3,1083,5,ViewCount
17946,2164,922,185,65,1,6706,4,2695,0,ViewCount
17948,2164,922,185,65,1,6728,18,4716,0,ViewCount
17956,2164,922,185,65,1,12819,5,1168,3,ViewCount
17962,2164,922,185,65,1,13399,9,21177,1,ViewCount
17963,2164,922,185,65,1,13487,4,1026,0,ViewCount
17965,2164,922,185,65,1,14127,5,1908,0,ViewCount
17966,2164,922,185,65,1,14210,38,5857,5,ViewCount
17967,2164,922,185,65,1,14381,2,1730,4,ViewCount
17973,2164,922,185,65,1,22209,5,2411,2,ViewCount
17978,2164,922,185,65,1,26110,0,1296,1,ViewCount
17984,2164,922,185,65,1,58214,6,2466,0,ViewCount
17985,2164,922,185,65,1,58220,12,1967,7,ViewCount
18003,2170,167,14,2,0,28869,1,1256,4,ViewCount
18004,2171,63,7,2,0,4978,12,1096,0,ViewCount
18005,2182,163,10,6,0,4997,12,3252,0,ViewCount
18009,2191,133,6,2,0,5013,6,1296,3,ViewCount
18011,2192,206,12,1,0,9159,6,3046,2,ViewCount
18014,2192,206,12,1,0,15039,5,986,5,ViewCount
18016,2195,163,36,79,0,22393,5,3354,6,ViewCount
18019,2198,196,8,3,0,6225,18,3899,3,ViewCount
18020,2199,111,15,3,0,5026,68,37011,10,ViewCount
18026,2221,283,22,2,0,5056,10,3578,4,ViewCount
18027,2221,283,22,2,0,15511,7,1368,0,ViewCount
18029,2221,283,22,2,0,31166,8,1037,0,ViewCount
18036,2228,18,4,0,0,5078,3,1979,2,ViewCount
18037,2230,116,8,4,0,7610,14,3392,2,ViewCount
18047,2251,243,29,6,0,5119,2,902,1,ViewCount
18052,2251,243,29,6,0,13322,1,919,0,ViewCount
18055,2252,457,34,83,1,10787,11,4853,1,ViewCount
18057,2252,457,34,83,1,12425,15,4156,2,ViewCount
18060,2252,457,34,83,1,45050,23,3040,3,ViewCount
18062,2260,287,7,60,0,7515,11,1143,1,ViewCount
18076,2271,21,2,0,0,5172,4,1847,2,ViewCount
18079,2283,144,20,0,0,8273,7,1649,0,ViewCount
18084,2293,213,8,4,0,59175,10,1580,0,ViewCount
18092,2308,33,2,3,0,6050,6,2432,3,ViewCount
18096,2310,3016,2342,220,2,5457,11,2156,3,ViewCount
18099,2310,3016,2342,220,2,6755,5,1129,0,ViewCount
18101,2310,3016,2342,220,2,6870,5,1198,1,ViewCount
18111,2310,3016,2342,220,2,10807,5,1810,0,ViewCount
18112,2310,3016,2342,220,2,11009,37,14332,4,ViewCount
18115,2310,3016,2342,220,2,11437,5,1589,0,ViewCount
18131,2310,3016,2342,220,2,16513,2,1039,0,ViewCount
18138,2310,3016,2342,220,2,20001,3,858,2,ViewCount
18151,2310,3016,2342,220,2,28316,3,1758,1,ViewCount
18169,2310,3016,2342,220,2,48072,10,896,6,ViewCount
18203,2316,182,16,2,0,5290,0,959,1,ViewCount
18205,2316,182,16,2,0,70266,4,926,1,ViewCount
18208,2322,131,39,48,0,5306,3,1899,0,ViewCount
18209,2322,131,39,48,0,5680,10,21948,8,ViewCount
18211,2322,131,39,48,0,5969,8,1188,7,ViewCount
18225,2328,148,14,44,0,18916,5,1316,0,ViewCount
18253,2361,128,3,0,0,29859,3,891,0,ViewCount
18257,2367,83,19,0,0,5450,16,6188,6,ViewCount
18258,2371,53,4,0,0,5462,10,6787,2,ViewCount
18266,2385,25,0,0,0,5504,4,953,1,ViewCount
18271,2387,249,22,4,0,7278,3,2161,4,ViewCount
18273,2387,249,22,4,0,17052,3,3344,0,ViewCount
18312,2392,11860,2359,883,7,6601,29,2897,6,ViewCount
18393,2392,11860,2359,883,7,9542,15,2578,4,ViewCount
18610,2403,378,29,5,0,22329,11,1217,0,ViewCount
18611,2403,378,29,5,0,22426,3,843,1,ViewCount
18612,2403,378,29,5,0,22501,28,1006,1,ViewCount
18614,2405,191,13,12,0,5559,1,1354,3,ViewCount
18617,2405,191,13,12,0,16894,2,4682,0,ViewCount
18622,2407,348,28,2,0,5591,27,2531,5,ViewCount
18636,2425,1230,238,51,3,6874,9,1298,0,ViewCount
18640,2425,1230,238,51,3,9001,15,3536,2,ViewCount
18645,2425,1230,238,51,3,17932,8,1159,1,ViewCount
18652,2425,1230,238,51,3,33553,5,858,4,ViewCount
18654,2425,1230,238,51,3,35255,1,946,8,ViewCount
18672,2451,140,8,3,0,13086,21,1782,5,ViewCount
18676,2454,81,12,0,0,5734,2,3367,0,ViewCount
18701,2473,73,11,0,0,5654,8,879,2,ViewCount
18704,2479,191,1,0,0,5686,18,10291,5,ViewCount
18715,2485,2012,216,458,17,12187,6,1478,0,ViewCount
18724,2485,2012,216,458,17,20010,27,925,1,ViewCount
18734,2485,2012,216,458,17,26764,1,3555,7,ViewCount
18751,2488,327,49,14,1,5700,8,2286,1,ViewCount
18784,2513,399,63,68,0,5727,7,1497,1,ViewCount
18786,2513,399,63,68,0,12843,4,3264,7,ViewCount
18787,2513,399,63,68,0,14206,9,3460,4,ViewCount
18788,2513,399,63,68,0,15198,7,1422,0,ViewCount
18804,2526,356,54,2,0,17881,8,2205,5,ViewCount
18806,2526,356,54,2,0,38102,8,6705,0,ViewCount
18812,2534,60,6,2,0,7295,6,2863,0,ViewCount
18814,2535,233,31,1,0,5960,24,13883,3,ViewCount
18821,2540,236,32,2,0,5774,47,23592,0,ViewCount
18844,2549,111,6,0,0,5786,7,1027,1,ViewCount
18851,2566,122,24,7,0,5733,7,937,0,ViewCount
18854,2566,122,24,7,0,11808,4,926,0,ViewCount
18855,2566,122,24,7,0,14324,3,2714,3,ViewCount
18859,2571,26,5,0,0,5827,5,1351,2,ViewCount
18861,2585,126,11,2,0,5853,4,3220,4,ViewCount
18862,2586,151,4,1,0,5854,10,3560,3,ViewCount
18863,2587,61,5,0,0,5859,12,2223,0,ViewCount
18895,2595,101,4,8,0,6772,6,876,2,ViewCount
18896,2595,101,4,8,0,6779,6,1031,0,ViewCount
18897,2595,101,4,8,0,15574,6,3130,0,ViewCount
18902,2601,6,0,0,0,5885,8,908,2,ViewCount
18906,2616,138,22,11,0,5913,7,1555,0,ViewCount
18907,2617,156,18,0,1,5903,11,2442,0,ViewCount
18911,2617,156,18,0,1,14877,2,1219,3,ViewCount
18915,2622,179,13,24,0,5934,1,3792,0,ViewCount
18919,2624,168,10,4,0,5935,10,4279,0,ViewCount
18921,2629,186,16,0,0,5954,37,957,3,ViewCount
18932,2635,393,75,38,1,7175,9,2305,2,ViewCount
18933,2635,393,75,38,1,7250,6,4159,2,ViewCount
18940,2635,393,75,38,1,14108,9,1685,1,ViewCount
18946,2635,393,75,38,1,26863,3,2549,0,ViewCount
18954,2644,26,22,0,0,6867,1,1030,1,ViewCount
18986,2645,3561,585,613,0,9198,15,1060,0,ViewCount
19016,2652,179,47,4,0,6026,6,20880,0,ViewCount
19018,2652,179,47,4,0,6077,1,889,0,ViewCount
19019,2652,179,47,4,0,12382,6,1163,0,ViewCount
19021,2654,18,1,0,0,6008,3,2079,0,ViewCount
19033,2659,75,11,5,0,6013,8,1111,0,ViewCount
19046,2660,485,113,54,2,18542,5,1009,15,ViewCount
19056,2664,115,2,0,0,6020,1,2027,2,ViewCount
19058,2665,279,39,10,0,6022,9,3101,1,ViewCount
19063,2667,141,7,1,0,6033,8,2462,2,ViewCount
19074,2669,6078,776,1146,351,6498,14,3056,0,ViewCount
19172,2669,6078,776,1146,351,16001,1,1148,0,ViewCount
19271,2669,6078,776,1146,351,29469,6,942,0,ViewCount
19324,2669,6078,776,1146,351,49443,14,881,4,ViewCount
19355,2676,691,91,114,0,6044,0,1133,9,ViewCount
19405,2690,108,9,3,0,6067,21,8592,4,ViewCount
19406,2693,148,2,1,0,6776,4,906,0,ViewCount
19409,2696,151,34,0,0,6074,10,6392,5,ViewCount
19411,2704,368,57,6,0,6152,4,1386,0,ViewCount
19414,2704,368,57,6,0,8126,7,1778,2,ViewCount
19422,2704,368,57,6,0,31279,4,1085,0,ViewCount
19425,2704,368,57,6,0,63350,1,1371,3,ViewCount
19443,2717,133,3,1,0,6119,6,1025,1,ViewCount
19444,2719,1273,146,439,0,6122,1,922,0,ViewCount
19445,2719,1273,146,439,0,6309,10,3495,0,ViewCount
19446,2719,1273,146,439,0,7249,5,906,0,ViewCount
19454,2719,1273,146,439,0,17225,9,1270,2,ViewCount
19474,2719,1273,146,439,0,52259,3,936,0,ViewCount
19491,2721,151,6,2,0,9850,5,3004,4,ViewCount
19493,2724,31,5,0,0,6141,3,1971,0,ViewCount
19495,2725,118,44,8,0,6142,1,1064,0,ViewCount
19497,2725,118,44,8,0,6759,12,29151,0,ViewCount
19500,2726,168,4,21,0,7348,13,2931,2,ViewCount
19512,2728,926,67,7,0,14061,5,2876,5,ViewCount
19526,2728,926,67,7,0,15075,4,1377,0,ViewCount
19527,2728,926,67,7,0,15127,7,924,9,ViewCount
19531,2728,926,67,7,0,20729,11,860,2,ViewCount
19535,2728,926,67,7,0,21592,10,1197,4,ViewCount
19545,2729,136,7,0,0,8818,5,862,2,ViewCount
19549,2732,143,4,6,0,6163,3,1317,2,ViewCount
19560,2742,66,15,1,0,6189,7,17403,1,ViewCount
19562,2746,178,16,16,0,6195,9,2076,0,ViewCount
19566,2750,821,101,187,3,7004,9,4077,1,ViewCount
19568,2750,821,101,187,3,8583,8,2873,0,ViewCount
19571,2750,821,101,187,3,13306,3,1425,2,ViewCount
19580,2750,821,101,187,3,30825,8,2586,4,ViewCount
19581,2750,821,101,187,3,31177,8,8692,0,ViewCount
19583,2750,821,101,187,3,31400,3,1349,7,ViewCount
19585,2750,821,101,187,3,33013,12,4688,0,ViewCount
19587,2750,821,101,187,3,33808,4,1031,4,ViewCount
19594,2755,33,1,1,0,6206,6,2700,0,ViewCount
19595,2759,143,8,4,0,7630,8,3162,0,ViewCount
19598,2767,123,6,1,0,6219,2,2232,3,ViewCount
19599,2767,123,6,1,0,11546,2,850,1,ViewCount
19602,2770,148,31,41,0,7268,9,8236,4,ViewCount
19603,2772,287,25,17,0,6234,15,3100,1,ViewCount
19606,2772,287,25,17,0,20421,8,978,0,ViewCount
19630,2775,2430,155,156,2,7036,4,1249,0,ViewCount
19689,2788,16,2,0,0,6265,3,1735,3,ViewCount
19692,2793,52,7,0,0,6279,2,2297,5,ViewCount
19695,2794,113,5,1,0,6281,2,2450,1,ViewCount
19696,2795,185,43,93,1,31204,8,1215,0,ViewCount
19701,2798,1942,189,366,2,6599,8,936,1,ViewCount
19702,2798,1942,189,366,2,6809,9,1286,2,ViewCount
19703,2798,1942,189,366,2,7207,24,4214,1,ViewCount
19705,2798,1942,189,366,2,7718,4,921,0,ViewCount
19706,2798,1942,189,366,2,9959,6,1486,0,ViewCount
19708,2798,1942,189,366,2,11602,32,4554,0,ViewCount
19709,2798,1942,189,366,2,12687,11,865,0,ViewCount
19710,2798,1942,189,366,2,13389,13,1976,1,ViewCount
19712,2798,1942,189,366,2,14474,23,1879,0,ViewCount
19713,2798,1942,189,366,2,14516,4,3072,4,ViewCount
19716,2798,1942,189,366,2,24961,8,1969,0,ViewCount
19740,2798,1942,189,366,2,63922,2,953,5,ViewCount
19743,2798,1942,189,366,2,64147,13,1057,2,ViewCount
19746,2798,1942,189,366,2,65128,6,1814,0,ViewCount
19784,2800,105,13,4,0,6294,5,1012,1,ViewCount
19785,2800,105,13,4,0,11645,5,1280,4,ViewCount
19794,2806,28,12,2,0,26183,0,861,0,ViewCount
19802,2816,47,13,4,0,6368,3,1035,0,ViewCount
19804,2817,9604,1244,1437,8,6329,6,1734,0,ViewCount
19805,2817,9604,1244,1437,8,6330,11,6101,0,ViewCount
19810,2817,9604,1244,1437,8,6469,9,3110,0,ViewCount
19812,2817,9604,1244,1437,8,6544,7,2420,0,ViewCount
19814,2817,9604,1244,1437,8,6702,7,1577,2,ViewCount
19815,2817,9604,1244,1437,8,6758,6,2638,3,ViewCount
19819,2817,9604,1244,1437,8,7344,5,3407,2,ViewCount
19825,2817,9604,1244,1437,8,8696,7,985,0,ViewCount
19826,2817,9604,1244,1437,8,8807,14,2982,3,ViewCount
19850,2817,9604,1244,1437,8,10676,4,2739,0,ViewCount
19853,2817,9604,1244,1437,8,11142,18,1362,1,ViewCount
19864,2817,9604,1244,1437,8,12670,44,6933,5,ViewCount
19881,2817,9604,1244,1437,8,14045,1,981,0,ViewCount
19906,2817,9604,1244,1437,8,16597,5,929,5,ViewCount
19912,2817,9604,1244,1437,8,17371,13,8285,0,ViewCount
19914,2817,9604,1244,1437,8,17920,26,1832,3,ViewCount
19943,2817,9604,1244,1437,8,19620,5,1725,0,ViewCount
19952,2817,9604,1244,1437,8,20586,3,1091,0,ViewCount
19959,2817,9604,1244,1437,8,21343,9,1804,2,ViewCount
19973,2817,9604,1244,1437,8,24325,3,2040,0,ViewCount
19980,2817,9604,1244,1437,8,27361,7,2571,0,ViewCount
19981,2817,9604,1244,1437,8,28102,1,1061,0,ViewCount
19983,2817,9604,1244,1437,8,28620,3,2044,5,ViewCount
19991,2817,9604,1244,1437,8,35185,14,3365,7,ViewCount
20002,2817,9604,1244,1437,8,41771,22,7257,3,ViewCount
20081,2820,307,14,12,0,8662,10,1227,9,ViewCount
20084,2820,307,14,12,0,20209,3,954,7,ViewCount
20085,2820,307,14,12,0,24934,6,1745,1,ViewCount
20088,2820,307,14,12,0,41578,2,997,4,ViewCount
20091,2824,306,28,26,0,6342,4,1796,3,ViewCount
20092,2824,306,28,26,0,7701,1,1967,5,ViewCount
20093,2824,306,28,26,0,8405,1,1988,2,ViewCount
20094,2824,306,28,26,0,8661,14,14644,0,ViewCount
20096,2824,306,28,26,0,10316,7,6058,4,ViewCount
20103,2830,246,16,53,0,9281,7,1121,2,ViewCount
20104,2830,246,16,53,0,9629,6,5089,4,ViewCount
20105,2830,246,16,53,0,9691,2,842,1,ViewCount
20106,2830,246,16,53,0,12681,3,1547,2,ViewCount
20111,2830,246,16,53,0,51139,1,2671,1,ViewCount
20115,2832,138,2,4,0,6358,7,1141,0,ViewCount
20116,2833,281,25,8,2,6364,6,5988,5,ViewCount
20122,2838,214,11,9,0,6380,12,5558,4,ViewCount
20129,2842,187,16,2,0,6400,5,852,5,ViewCount
20130,2842,187,16,2,0,6827,4,2417,1,ViewCount
20131,2842,187,16,2,0,6890,4,3418,0,ViewCount
20132,2842,187,16,2,0,11085,3,1225,1,ViewCount
20139,2849,576,76,18,0,7720,14,8654,5,ViewCount
20140,2849,576,76,18,0,8511,16,12102,4,ViewCount
20145,2849,576,76,18,0,14408,9,3553,0,ViewCount
20149,2849,576,76,18,0,18887,5,4162,0,ViewCount
20150,2849,576,76,18,0,29038,11,1968,6,ViewCount
20161,2860,3359,467,134,7,7200,10,1622,0,ViewCount
20164,2860,3359,467,134,7,7440,7,7274,4,ViewCount
20286,2864,108,3,3,0,6883,1,1490,1,ViewCount
20291,2875,86,8,1,0,6455,11,10075,4,ViewCount
20299,2885,107,27,9,0,6475,3,3165,3,ViewCount
20301,2885,107,27,9,0,10111,3,1732,3,ViewCount
20302,2885,107,27,9,0,11209,6,888,2,ViewCount
20308,2889,153,97,0,0,6513,7,2075,6,ViewCount
20337,2902,814,86,98,0,6502,12,846,0,ViewCount
20345,2902,814,86,98,0,8974,18,3119,1,ViewCount
20351,2902,814,86,98,0,15227,1,862,0,ViewCount
20366,2912,263,83,107,0,6538,41,2883,6,ViewCount
20369,2912,263,83,107,0,27127,6,1600,0,ViewCount
20378,2914,152,36,9,0,6540,1,1191,1,ViewCount
20380,2914,152,36,9,0,8243,1,967,5,ViewCount
20383,2914,152,36,9,0,16239,1,1066,0,ViewCount
20394,2917,308,8,17,0,7799,4,1304,2,ViewCount
20402,2921,1177,153,804,48,13326,5,2537,1,ViewCount
20404,2921,1177,153,804,48,16632,2,1043,4,ViewCount
20418,2921,1177,153,804,48,22620,7,1438,0,ViewCount
20419,2921,1177,153,804,48,22627,4,868,8,ViewCount
20450,2929,28,3,11,0,11200,4,950,2,ViewCount
20451,2929,28,3,11,0,42997,0,1534,1,ViewCount
20457,2934,34,8,0,0,6582,5,1019,2,ViewCount
20458,2938,36,4,0,0,6604,3,4171,0,ViewCount
20461,2942,295,27,16,0,6920,23,2914,1,ViewCount
20464,2942,295,27,16,0,20912,2,889,0,ViewCount
20469,2952,180,14,3,0,11646,9,1177,2,ViewCount
20471,2953,51,4,0,0,6670,6,1588,1,ViewCount
20472,2956,364,61,27,0,6658,3,3531,1,ViewCount
20473,2956,364,61,27,0,7040,3,3463,2,ViewCount
20475,2956,364,61,27,0,7110,17,6113,1,ViewCount
20476,2956,364,61,27,0,7152,2,3100,3,ViewCount
20478,2956,364,61,27,0,7362,2,1343,2,ViewCount
20767,2959,79,10,5,0,43333,1,2313,0,ViewCount
20777,2961,128,10,3,0,6664,7,1337,0,ViewCount
20778,2961,128,10,3,0,8117,18,1664,0,ViewCount
20785,2965,420,33,33,2,11764,20,1713,0,ViewCount
20884,2973,493,27,17,0,7935,18,3482,2,ViewCount
20885,2973,493,27,17,0,11691,28,5263,1,ViewCount
20895,2980,123,5,4,0,6723,4,2873,5,ViewCount
20898,2981,1091,84,915,1,18595,16,5011,2,ViewCount
20913,2984,97,7,4,0,6731,7,1652,0,ViewCount
20916,2986,78,17,1,0,9315,4,1579,2,ViewCount
20920,2993,153,15,23,0,9327,4,1561,7,ViewCount
20922,2996,125,7,1,0,6770,4,1566,6,ViewCount
20923,2997,33,3,0,0,8334,6,927,2,ViewCount
20924,2998,68,6,0,0,6780,13,4270,2,ViewCount
20928,3008,247,20,5,0,6794,12,1317,3,ViewCount
20929,3008,247,20,5,0,6943,6,7913,0,ViewCount
20931,3008,247,20,5,0,7850,6,2756,1,ViewCount
20936,3014,345,126,34,1,7022,2,1026,6,ViewCount
20937,3014,345,126,34,1,7084,2,1230,5,ViewCount
20939,3014,345,126,34,1,8251,8,1213,4,ViewCount
20940,3014,345,126,34,1,8528,4,1223,5,ViewCount
20953,3019,8045,500,228,57,6840,5,1260,0,ViewCount
20954,3019,8045,500,228,57,6907,18,2152,2,ViewCount
20963,3019,8045,500,228,57,8114,6,1306,0,ViewCount
20968,3019,8045,500,228,57,8515,5,898,0,ViewCount
20970,3019,8045,500,228,57,8754,16,1590,1,ViewCount
20979,3019,8045,500,228,57,10388,4,1673,4,ViewCount
20997,3019,8045,500,228,57,17811,4,989,0,ViewCount
21020,3019,8045,500,228,57,30689,11,1204,7,ViewCount
21086,3025,254,21,26,0,21370,5,3729,2,ViewCount
21087,3025,254,21,26,0,22200,3,2579,4,ViewCount
21088,3025,254,21,26,0,24018,3,1138,1,ViewCount
21091,3026,844,43,1,0,7815,63,5727,3,ViewCount
21096,3026,844,43,1,0,22098,3,982,1,ViewCount
21097,3026,844,43,1,0,24441,12,5372,0,ViewCount
21104,3026,844,43,1,0,42999,6,1872,1,ViewCount
21119,3040,92,56,20,0,6852,0,1009,0,ViewCount
21121,3040,92,56,20,0,20680,0,900,2,ViewCount
21123,3040,92,56,20,0,20714,3,1308,0,ViewCount
21124,3040,92,56,20,0,20749,2,2506,11,ViewCount
21126,3040,92,56,20,0,22680,6,4019,0,ViewCount
21128,3040,92,56,20,0,54514,1,1378,8,ViewCount
21129,3040,92,56,20,0,54750,1,5885,4,ViewCount
21132,3041,131,24,0,0,6855,6,1911,7,ViewCount
21133,3043,26,5,0,0,6860,1,1267,0,ViewCount
21136,3048,136,29,2,0,6876,6,851,7,ViewCount
21137,3052,185,24,8,0,6896,10,965,15,ViewCount
21142,3052,185,24,8,0,12378,3,2638,0,ViewCount
21154,3058,1123,117,124,1,10444,13,5704,1,ViewCount
21189,3062,193,28,6,0,7402,5,5333,2,ViewCount
21190,3062,193,28,6,0,9023,-2,901,3,ViewCount
21194,3062,193,28,6,0,17706,6,6332,2,ViewCount
21197,3074,143,13,0,0,9904,3,1008,0,ViewCount
21198,3074,143,13,0,0,25403,5,2600,0,ViewCount
21201,3077,357,73,58,1,20022,1,1327,1,ViewCount
21205,3077,357,73,58,1,32221,2,4949,3,ViewCount
21218,3084,186,13,1,0,6958,6,2491,0,ViewCount
21219,3084,186,13,1,0,9512,5,1758,2,ViewCount
21222,3084,186,13,1,0,10037,3,1006,0,ViewCount
21224,3086,127,10,2,0,6956,1,942,0,ViewCount
21237,3096,40,13,1,0,28851,1,941,0,ViewCount
21238,3096,40,13,1,0,28873,5,1000,2,ViewCount
21248,3098,282,20,8,0,30369,4,1231,0,ViewCount
21256,3107,52,14,0,0,7079,7,10598,0,ViewCount
21257,3107,52,14,0,0,31680,0,1198,1,ViewCount
21262,3111,147,18,0,0,10534,5,895,0,ViewCount
21264,3118,16,2,0,0,7007,3,992,1,ViewCount
21269,3125,582,56,3,0,15424,5,1297,1,ViewCount
21273,3125,582,56,3,0,19788,3,4984,5,ViewCount
21275,3125,582,56,3,0,21659,3,2274,0,ViewCount
21277,3125,582,56,3,0,25113,5,2605,0,ViewCount
21280,3125,582,56,3,0,26728,5,1266,0,ViewCount
21284,3125,582,56,3,0,32876,7,1055,0,ViewCount
21302,3136,226,29,8,0,7049,8,2475,3,ViewCount
21306,3136,226,29,8,0,8955,8,1490,4,ViewCount
21308,3136,226,29,8,0,17263,3,12242,0,ViewCount
21311,3140,259,69,31,2,7439,18,12299,4,ViewCount
21312,3140,259,69,31,2,12107,2,2374,0,ViewCount
21325,3172,46,12,3,0,10366,1,959,1,ViewCount
21329,3178,158,11,0,0,7146,11,967,10,ViewCount
21341,3186,188,12,21,0,9334,12,1522,1,ViewCount
21342,3186,188,12,21,0,9449,5,2789,3,ViewCount
21346,3189,56,30,0,0,7180,8,2558,0,ViewCount
21347,3189,56,30,0,0,7432,3,3777,1,ViewCount
21373,3253,33,3,0,0,7244,6,1818,0,ViewCount
21374,3262,2090,202,42,7,7261,14,8861,1,ViewCount
21375,3262,2090,202,42,7,10211,10,1081,6,ViewCount
21376,3262,2090,202,42,7,13340,12,2172,0,ViewCount
21377,3262,2090,202,42,7,15565,14,5274,3,ViewCount
21379,3262,2090,202,42,7,25392,4,1356,2,ViewCount
21380,3262,2090,202,42,7,25734,3,847,0,ViewCount
21385,3262,2090,202,42,7,32484,9,2562,3,ViewCount
